Input Sentence,expected,Top-k Predicted Tokens,Associated Probabilities,Target Token Probability
Rahim has been a _ bee getting ready for school because he woke up late.,busy,"['busy', 'spelling', 'queen', 'nervous', 'little']","[0.39156192541122437, 0.12097929418087006, 0.11376187205314636, 0.04261589050292969, 0.03844728693366051]",0.39156192541122437
Lindsey is a _ sloth when she runs.,slow,"['complete', 'big', 'little', 'total', 'walking']","[0.09053300321102142, 0.07526738196611404, 0.04286075010895729, 0.03386193886399269, 0.032453179359436035]",0.001517618
The water was _ glass.,clean,"['a', 'like', 'all', 'in', 'just']","[0.47594210505485535, 0.044195372611284256, 0.04284678027033806, 0.03356977924704552, 0.023841319605708122]",0.001835007
The new smartphone is a _ feather. It doesn't weight a ton like the old model.,light,"['new', 'big', 'small', 'little', 'giant']","[0.07804263383150101, 0.06679976731538773, 0.060073334723711014, 0.05767237767577171, 0.05583713948726654]",0.015118408016860485
The class was a _ zoo.,loud,"['small', 'private', 'virtual', 'real', 'model']","[0.05422355607151985, 0.03673073276877403, 0.031094463542103767, 0.02837926521897316, 0.02339925616979599]",6.149459659354761e-05
My hands are _ ice.,cold,"['on', 'like', 'cold', 'solid', 'still']","[0.5153225660324097, 0.2858448028564453, 0.03432236611843109, 0.02692911960184574, 0.011786949820816517]",0.034322366
He is an _ fly buzzing around someone's ear.,annoying,"['invisible', 'annoying', 'alien', 'irritating', 'orange']","[0.15391597151756287, 0.12998023629188538, 0.08838929235935211, 0.05283540487289429, 0.049995798617601395]",0.12998023629188538
His anger was a _ burning ember.,hot,"['hot', 'slow', 'bright', 'single', 'long']","[0.2648172676563263, 0.12699191272258759, 0.0830424576997757, 0.047537703067064285, 0.027770204469561577]",0.2648172676563263
Liam jumps into the river to save the drowning cat. He is a _ lion.,brave,"['mountain', 'sea', 'young', 'water', 'tame']","[0.13835790753364563, 0.10958191752433777, 0.039839666336774826, 0.03707755357027054, 0.024823978543281555]",0.001147284
Christine is a _ pie.,sweet,"['meat', 'french', 'hot', 'chocolate', 'big']","[0.036713119596242905, 0.028268733993172646, 0.028220491483807564, 0.022297777235507965, 0.02155742235481739]",0.010063252411782742
"John studies hard, he is a _ owl.",wise,"['blue', 'blind', 'black', 'night', 'young']","[0.04254747927188873, 0.03444898501038551, 0.02721121348440647, 0.02573961764574051, 0.023413315415382385]",0.010119448
Mary is such a nice girl who is a _ lamb.,gentle,"['good', 'little', 'big', 'beautiful', 'nice']","[0.2572031319141388, 0.13737687468528748, 0.07625893503427505, 0.04961349815130234, 0.03915632888674736]",0.010709548369050026
The old man is a _ ox when he lifts the heavy box.,strong,"['big', 'huge', 'fat', 'dead', 'wild']","[0.07037101686000824, 0.04665703326463699, 0.03403126075863838, 0.024726638570427895, 0.019814560189843178]",0.00412825
His mind is a samurai's _ sword.,sharp,"['samurai', 'magic', 'great', 'long', 'curved']","[0.07573802769184113, 0.03039523959159851, 0.027891626581549644, 0.023502308875322342, 0.022234683856368065]",0.005181157
Her eyes are cloudless _ sky.,blue,"['blue', 'night', 'grey', 'black', 'gray']","[0.38702186942100525, 0.2001742124557495, 0.06941133737564087, 0.04034651070833206, 0.03987102210521698]",0.38702186942100525
Madam Hee is a  _ queen because she has won a trip to Japan.,happy,"['beauty', 'new', 'beautiful', 'great', 'crowned']","[0.146112322807312, 0.07428426295518875, 0.05720771104097366, 0.03449563309550285, 0.02440417744219303]",0.023446919
Barry won the first prize in the race. He was a _ flash.,quick,"['red', 'blue', 'green', 'brilliant', 'former']","[0.09147527813911438, 0.08041372895240784, 0.05976163223385811, 0.04327309876680374, 0.037452712655067444]",0.008209591
She is a _ toothpick.,skinny,"['good', 'great', 'talented', 'trained', 'skilled']","[0.12607668340206146, 0.055987659841775894, 0.04473023861646652, 0.02815413661301136, 0.021005626767873764]",0.000446341
Mrs.Aderhold's mind is a _ arrow.,sharp,"['straight', 'fiery', 'flaming', 'red', 'single']","[0.6942499279975891, 0.03877832368016243, 0.017603283748030663, 0.015561578795313835, 0.011778230778872967]",0.010874979197978973
The classroom was a _ tongue-tied librarian in a hybrid car.,quiet,"['very', 'big', 'single', 'huge', 'large']","[0.08045266568660736, 0.03568948805332184, 0.03523610532283783, 0.03054594062268734, 0.022776884958148003]",0.002242018
My love for you is a _ ocean. ,deep,"['beautiful', 'deep', 'vast', 'dark', 'great']","[0.13544712960720062, 0.060991331934928894, 0.0473608672618866, 0.04437027499079704, 0.03441409021615982]",0.060991331934928894
"After spending all day ice skating, the kids were _ horses.",hungry,"['riding', 'on', 'chasing', 'training', 'fed']","[0.8414998054504395, 0.028735175728797913, 0.018052859231829643, 0.011209947988390923, 0.005352674052119255]",5.346492798707914e-06
She is a _ seabird going forth alone.,sad,"['young', 'small', 'little', 'beautiful', 'great']","[0.1162426620721817, 0.07543738931417465, 0.07517296075820923, 0.05954587087035179, 0.03269495069980621]",0.000598197
Her dress was a _ hawthorn bud in May.,white,"['red', 'new', 'white', 'pink', 'green']","[0.09621091187000275, 0.06168612465262413, 0.0522395484149456, 0.03844485804438591, 0.0328209362924099]",0.052239548
"After the bath, I was a _ daisy.",fresh,"['beautiful', 'happy', 'new', 'hot', 'little']","[0.1315985918045044, 0.09343759715557098, 0.0465594083070755, 0.03745001554489136, 0.0350208580493927]",0.00685527
The baby is a _ moon.,beautiful,"['full', 'crescent', 'half', 'new', 'blue']","[0.4277171492576599, 0.17708028852939606, 0.0722159668803215, 0.05351782217621803, 0.035855989903211594]",0.003505864
The doctor was a _ dove when she picked the baby.,gentle,"['happy', 'little', 'gentle', 'grateful', 'sweet']","[0.18614043295383453, 0.13998427987098694, 0.08081119507551193, 0.03702238202095032, 0.0359969437122345]",0.080811195
Harvey wants a T-shirt that is a _ coal.,black,"['hot', 'black', 'red', 'burning', 'real']","[0.18726879358291626, 0.10185162723064423, 0.08363357931375504, 0.08223298192024231, 0.030134053900837898]",0.10185162723064423
The apples in the pie are _ honey.,sweet,"['pure', 'like', 'called', 'mostly', 'of']","[0.19034282863140106, 0.11378058046102524, 0.09864587336778641, 0.06779873371124268, 0.021653901785612106]",0.006776256
John is a _ fox.,sly,"['white', 'red', 'desert', 'grey', 'pet']","[0.09444882720708847, 0.03692649304866791, 0.024626974016427994, 0.02032514102756977, 0.016357101500034332]",0.013045284
Puan Aminah's explanation is _ crystal. All the pupils understand her lessons.,clear,"['like', 'a', 'in', 'pure', 'on']","[0.16281022131443024, 0.13694901764392853, 0.12885873019695282, 0.08887195587158203, 0.041989170014858246]",0.016090460121631622
Molly's eyes were the _ sun.,bright,"['setting', 'morning', 'afternoon', 'bright', 'rising']","[0.4962458312511444, 0.06794435530900955, 0.04100964590907097, 0.02373596280813217, 0.023200808092951775]",0.023735963
The baby was a _ candy.,sweet,"['hard', 'cotton', 'sweet', 'cheap', 'soft']","[0.1329270303249359, 0.09184902161359787, 0.029564859345555305, 0.028985392302274704, 0.025195017457008362]",0.029564859345555305
The kitten's teeth were _ knives.,sharp,"['like', 'sharp', 'little', 'small', 'not']","[0.931302011013031, 0.021736737340688705, 0.0021794347558170557, 0.001082914648577571, 0.0010212039342150092]",0.021736737340688705
The judges gave that gymnast the highest score since she was a _ swan performing flawlessly.,graceful,"['black', 'white', 'wild', 'dancing', 'graceful']","[0.2564881145954132, 0.22626730799674988, 0.06075996533036232, 0.03695244714617729, 0.035626474767923355]",0.035626474767923355
I could not lift the bag because it was a _ elephant.,heavy,"['giant', 'stuffed', 'huge', 'white', 'small']","[0.08602356910705566, 0.06415148824453354, 0.0623263455927372, 0.0393829382956028, 0.03880367428064346]",0.001945042
The box is a _ lead. Let me help you carry it.,heavy,"['good', 'solid', 'strong', 'perfect', 'fine']","[0.2869608700275421, 0.18439750373363495, 0.02096228487789631, 0.02034585550427437, 0.02034054882824421]",0.018772371113300323
Her face turned into a _ rose out of embarrassment after falling off her bicycle just now .,red,"['red', 'pink', 'white', 'yellow', 'purple']","[0.471641480922699, 0.16208580136299133, 0.023148637264966965, 0.015970829874277115, 0.014982817694544792]",0.471641481
He is a _ deer as he runs.,fast,"['spotted', 'big', 'red', 'large', 'white']","[0.050959546118974686, 0.0425616092979908, 0.03973478823900223, 0.035562317818403244, 0.025106824934482574]",0.000213585
"Charlotte is a _ mouse. She is frightened of loud noises, large people and just about anything in general.",shy,"['frightened', 'little', 'scared', 'shy', 'nervous']","[0.11218328028917313, 0.058657560497522354, 0.05675962194800377, 0.04137411341071129, 0.032113902270793915]",0.041374113
The Shokpa's head is a _ rock.,hard,"['large', 'giant', 'solid', 'small', 'black']","[0.14108848571777344, 0.040541552007198334, 0.03818728029727936, 0.03629487007856369, 0.031331490725278854]",0.012774343602359295
His nose was a _ ripe strawberry.,red,"['ripe', 'very', 'sweet', 'perfectly', 'fresh']","[0.11675836145877838, 0.09449313580989838, 0.0730627253651619, 0.05622315779328346, 0.04774264991283417]",0.00500316
My sister is a _ giraffe!,tall,"['big', 'super', 'new', 'white', 'great']","[0.03047497570514679, 0.029968375340104103, 0.015369354747235775, 0.006936581339687109, 0.006108305882662535]",0.000399502
My grandfather is suffering from cancer and he is now a _ rake.,thin,"['former', 'retired', 'ruthless', 'wealthy', 'successful']","[0.13524191081523895, 0.06067081540822983, 0.03267250210046768, 0.029525479301810265, 0.02870643138885498]",1.6820215023471974e-05
Mike Kennedy's coffe was _ snow that was falling outside.,cold,"['the', 'white', 'a', 'pouring', 'just']","[0.8633760809898376, 0.007329746149480343, 0.00542488181963563, 0.004571282770484686, 0.004444539546966553]",0.001023236
The mosquito's bite was a _ tack.,sharp,"['new', 'different', 'dangerous', 'good', 'fresh']","[0.15783663094043732, 0.07019276916980743, 0.0656062439084053, 0.05946710705757141, 0.03522501513361931]",0.010020462796092033
She is a _ baby. She has no idea how to go on from here.,helpless,"['little', 'lost', 'scared', 'big', 'fragile']","[0.08817064017057419, 0.04512627422809601, 0.044636111706495285, 0.04053438454866409, 0.03968995809555054]",0.030753524973988533
The sidewalks were _ glass freshly cleaned for the birthday party.,slippery,"['of', 'stained', 'like', 'all', 'under']","[0.19053208827972412, 0.12209343910217285, 0.12058760225772858, 0.08694292604923248, 0.03789179399609566]",6.328649760689586e-05
I am a _ wolf. I can finish all the food on the table.,hungry,"['lone', 'good', 'full', 'hungry', 'big']","[0.13220857083797455, 0.13112293183803558, 0.07640969008207321, 0.06886181980371475, 0.042360901832580566]",0.06886182
Her hair is _ night.,black,"['all', 'at', 'like', 'a', 'dark']","[0.14487695693969727, 0.10177256911993027, 0.086744025349617, 0.03440776467323303, 0.02381940558552742]",0.01466463
The classroom was a _ oven when the air conditioning broke.,hot,"['microwave', 'brick', 'hot', 'perfect', 'giant']","[0.10812428593635559, 0.0989927351474762, 0.05603142827749252, 0.03776855394244194, 0.03622449189424515]",0.056031428
He was a _ six-foot-three-inch tree.,tall,"['big', 'tall', 'perfect', 'huge', 'solid']","[0.179258331656456, 0.10610713064670563, 0.08662523329257965, 0.07216065376996994, 0.05491828918457031]",0.10610713064670563
Chui Ling's brother is an _ kitten. He tears the newspapers into pieces and glues then onto her money box.,playful,"['angry', 'ugly', 'abandoned', 'identical', 'escaped']","[0.1479795128107071, 0.0417177677154541, 0.036079972982406616, 0.03516554832458496, 0.03370815888047218]",0.000213396
The servant is a _ dog to his master.,loyal,"['loyal', 'faithful', 'servant', 'companion', 'devoted']","[0.33211907744407654, 0.23370636999607086, 0.0862988531589508, 0.038953810930252075, 0.02679731696844101]",0.33211907744407654
Everyone heard his message because his voice was _ thunder.,loud,"['like', 'pure', 'all', 'the', 'not']","[0.9802159667015076, 0.007249673828482628, 0.0013392092660069466, 0.0006046902271918952, 0.00047487556003034115]",0.000116761
Mrs. Ong is a _ clockwork who goes to the market every Saturday morning at seven o'clock.,regular,"['beautiful', 'lady', 'little', 'former', 'young']","[0.04476752132177353, 0.03612297400832176, 0.034240737557411194, 0.030654216185212135, 0.02964918129146099]",0.0094981
Rania tripped and fell while performing on her school play. She turned to be a _ beet as she felt embarrassed.,red,"['sugar', 'red', 'big', 'giant', 'sour']","[0.6760459542274475, 0.05321185663342476, 0.01989893801510334, 0.013356762938201427, 0.011080090887844563]",0.053211857
Her hair is _ silk.,smooth,"['like', 'black', 'golden', 'dark', 'white']","[0.5622239112854004, 0.052881091833114624, 0.04928086698055267, 0.04031741991639137, 0.03784925490617752]",0.005881886
He was a _ bull.,strong,"['pit', 'raging', 'wild', 'big', 'young']","[0.3362821638584137, 0.19007790088653564, 0.0377487987279892, 0.03038611076772213, 0.022770140320062637]",0.001871575
Her eyes were blue sky and _ sea.,deep,"['blue', 'green', 'red', 'white', 'black']","[0.7153632640838623, 0.05436637997627258, 0.03665512800216675, 0.03152257576584816, 0.017348365858197212]",0.002909231
John is a _ church mouse. He is not able to make end meets.,poor,"['poor', 'typical', 'clumsy', 'former', 'shy']","[0.04327718913555145, 0.03711837902665138, 0.031991373747587204, 0.02687101997435093, 0.022662190720438957]",0.043277189
The night is a _ sharp sword.,cold,"['very', 'razor', 'long', 'great', 'mighty']","[0.48987457156181335, 0.06515354663133621, 0.04145378619432449, 0.030075151473283768, 0.017359105870127678]",0.014898179098963737
Codie is a _ skyscraper.,tall,"['residential', 'canadian', 'chinese', 'planned', 'new']","[0.09738756716251373, 0.0744761973619461, 0.02459178864955902, 0.020780621096491814, 0.02006148174405098]",0.013166072778403759
The diamond is a _ sun.,shiny,"['yellow', 'blue', 'red', 'rising', 'small']","[0.143171489238739, 0.0911102369427681, 0.08436780422925949, 0.06623538583517075, 0.04115976393222809]",0.000133419
Ali always knocks his head and falls down. He is a _ bear.,clumsy,"['teddy', 'big', 'huge', 'polar', 'real']","[0.46303096413612366, 0.16382849216461182, 0.044082656502723694, 0.03251170739531517, 0.014237256720662117]",0.000581671
She is too nervous to talk to her new classmates. She is a _ squirral.,shy,"['nervous', 'little', 'typical', 'big', 'complete']","[0.08469150960445404, 0.0669354498386383, 0.022007817402482033, 0.01998712867498398, 0.018092306330800056]",0.001199644
The frosting on the cake is my _ baby sister.,sweet,"['beautiful', 'new', 'little', 'only', 'favorite']","[0.10610273480415344, 0.07439900934696198, 0.06786049157381058, 0.06733721494674683, 0.06279829889535904]",0.011952528730034828
These tacos are a hundred _ ghost peppers!,spicy,"['thousand', '!', 'little', 'million', 'super']","[0.03738784417510033, 0.024570634588599205, 0.022381804883480072, 0.019173188135027885, 0.011768408119678497]",3.24520624417346e-05
The cookies were so overcooked that they were _ rocks.,hard,"['like', 'just', 'mere', 'almost', 'practically']","[0.48555031418800354, 0.15054692327976227, 0.01981217972934246, 0.018549924716353416, 0.01745023764669895]",0.001613185
The lightbulb is the _ sun.,bright,"['rising', 'setting', 'morning', 'central', 'evening']","[0.184256449341774, 0.10710186511278152, 0.056136712431907654, 0.041405051946640015, 0.022933445870876312]",0.008101181
"In the desert, the land is _ brick.",hard,"['all', 'a', 'red', 'solid', 'like']","[0.1998830884695053, 0.1375792771577835, 0.05729975178837776, 0.05278531461954117, 0.0508643239736557]",0.008422148
The coffee was _ lava.,hot,"['like', 'pure', 'molten', 'hot', 'boiling']","[0.3228200376033783, 0.2267165333032608, 0.07985366880893707, 0.039787713438272476, 0.01914977841079235]",0.039787713438272476
I was a _ turkey after my Thanksgiving meal.,stuffed,"['roast', 'thanksgiving', 'cold', 'happy', 'complete']","[0.11213115602731705, 0.09985123574733734, 0.07050749659538269, 0.04298629239201546, 0.03299027681350708]",0.016931405290961266
The burglars could not break up the safe because it is a _ rock.,solid,"['solid', 'hard', 'precious', 'large', 'valuable']","[0.20910649001598358, 0.11810845136642456, 0.047800105065107346, 0.04708075895905495, 0.041384827345609665]",0.20910649001598358
My mouth is a _ desert.,dry,"['hot', 'dry', 'cold', 'wet', 'black']","[0.21286815404891968, 0.1027446761727333, 0.07361944764852524, 0.04361104965209961, 0.03819974884390831]",0.1027446761727333
The soldiers were _ lions when they fought the enemy .,fierce,"['like', 'called', 'the', 'not', 'all']","[0.89401775598526, 0.010419904254376888, 0.007648130878806114, 0.007069537416100502, 0.004194972570985556]",0.000492382
This contract is _ ground that we stand on.,solid,"['the', 'a', 'on', 'another', 'some']","[0.9236499071121216, 0.041261497884988785, 0.008980728685855865, 0.005247810389846563, 0.0016974664758890867]",0.000176716
Jessica is an _ frog.,ugly,"['adorable', 'adult', 'animated', 'aquatic', 'actual']","[0.07631944119930267, 0.06290433555841446, 0.04233475774526596, 0.040185581892728806, 0.03613373637199402]",0.003522173
David's room was a _ pair of shoes.,new,"['nice', 'new', 'simple', 'perfect', 'spare']","[0.16800051927566528, 0.07736994326114655, 0.043614163994789124, 0.0417267307639122, 0.02932380884885788]",0.077369943
Chinese New Year is around the corner. I am a _ king because I can get 'Angpau' from my parents.,happy,"['happy', 'new', 'fairy', 'dragon', 'little']","[0.053833067417144775, 0.045219529420137405, 0.03659503534436226, 0.02597125433385372, 0.02334912121295929]",0.053833067417144775
Jane was a _ painting.,pretty,"['beautiful', 'good', 'great', 'fine', 'real']","[0.27792200446128845, 0.10431979596614838, 0.09385688602924347, 0.09083545207977295, 0.017278611660003662]",0.012483610771596432
Johan is a _ lightning when he runs to the toilet after he has some spicy gravy.,fast,"['fast', 'quick', 'raging', 'slow', 'furious']","[0.056383080780506134, 0.03581506013870239, 0.02445921301841736, 0.02295660600066185, 0.02259824052453041]",0.056383080780506134
The old man is a _ tortoise when he walks.,slow,"['giant', 'huge', 'large', 'big', 'real']","[0.24745523929595947, 0.09672703593969345, 0.0545712485909462, 0.05421736091375351, 0.029424412176012993]",0.000699385
"That naughty boy was a _ monkey, who loved climbing trees. ",playful,"['little', 'big', 'real', 'playful', 'mischievous']","[0.3287912905216217, 0.04405400529503822, 0.03726334869861603, 0.0241756122559309, 0.01750294491648674]",0.024175612
"Although she was really frustrated with the class's grades, she stayed to be a _ gentle breeze.",calm,"['very', 'nice', 'more', 'rather', 'really']","[0.4057929217815399, 0.16183961927890778, 0.07572881877422333, 0.061771053820848465, 0.042343951761722565]",0.000680004
She was an _ scarecrow in that outfit.,ugly,"['adorable', 'actual', 'old', 'awesome', 'excellent']","[0.07646504044532776, 0.05425695702433586, 0.05365610122680664, 0.048754505813121796, 0.04702816903591156]",0.016494261100888252
He was a _ beanstalk.,thin,"['walking', 'giant', 'talking', 'real', 'flying']","[0.128826305270195, 0.0777689665555954, 0.059094853699207306, 0.053611453622579575, 0.029828868806362152]",0.000176184
Samantha is shy. Her cheeks were _ cherries when we spoke to her.,red,"['like', 'all', 'pink', 'bright', 'painted']","[0.9190316796302795, 0.0171759445220232, 0.0037000239826738834, 0.0030872963834553957, 0.0027253441512584686]",0.001311076
He will never settle down. He is a _ bird travelling from place to place.,free,"['lonely', 'strange', 'little', 'migratory', 'restless']","[0.07539606839418411, 0.04512326419353485, 0.04139164462685585, 0.033970415592193604, 0.03360094875097275]",0.004311557
"She always apply lotion on her hands, therefore her hands are _ silk.",soft,"['like', 'in', 'all', 'not', 'pure']","[0.613584041595459, 0.03204655647277832, 0.02606380544602871, 0.02030676230788231, 0.017704829573631287]",0.010821445845067501
The sprinter is _ deer. I think he stands a good chance of winning.,swift,"['a', 'the', 'running', 'no', 'playing']","[0.8021025061607361, 0.03654421120882034, 0.019737863913178444, 0.018334848806262016, 0.008680565282702446]",5.675963620888069e-06
The witch has a horrible looking. She is an _ toad.,ugly,"['evil', 'ugly', 'enormous', 'annoying', 'old']","[0.32592931389808655, 0.10508015751838684, 0.04640452191233635, 0.03441549465060234, 0.030944816768169403]",0.10508015751838684
Everyone praised Gina since she is a _ picture.,pretty,"['beautiful', 'big', 'perfect', 'pretty', 'great']","[0.2389431893825531, 0.17871509492397308, 0.094652459025383, 0.05649423599243164, 0.047806140035390854]",0.056494236
The fire was _ sun.,hot,"['the', 'a', 'my', 'like', 'his']","[0.904883861541748, 0.02122366428375244, 0.016775287687778473, 0.007182660046964884, 0.006388466339558363]",0.000116331
The box is a _ feather so he can carry it easily.,light,"['small', 'large', 'little', 'big', 'giant']","[0.19541330635547638, 0.05449413135647774, 0.03636899217963219, 0.03224511817097664, 0.027413107454776764]",0.007816364
The soap is a _ eel.,slippery,"['live', 'marine', 'freshwater', 'parasitic', 'small']","[0.14920295774936676, 0.06314488500356674, 0.05577157810330391, 0.04060983657836914, 0.03864026442170143]",0.000890649
My brother is a _ pig. He does not want to help me with the housework.,lazy,"['guinea', 'selfish', 'stubborn', 'filthy', 'sick']","[0.34708085656166077, 0.14815647900104523, 0.07367962598800659, 0.034258753061294556, 0.028049396350979805]",0.007849131
The twins will be fine camping out in the woods. They are _ nails.,tough,"['like', 'wearing', 'tough', 'good', 'the']","[0.32076603174209595, 0.048032402992248535, 0.026312459260225296, 0.02191327139735222, 0.0190591998398304]",0.026312459260225296
The cupcake was the _ Sahara Desert.,dry,"['entire', 'hot', 'whole', 'real', 'black']","[0.06457216292619705, 0.06013021618127823, 0.040809035301208496, 0.031000016257166862, 0.02834659442305565]",0.018015630543231964
His mouth was a _ knife.,sharp,"['butcher', 'sharp', 'bloody', 'cold', 'thin']","[0.06417184323072433, 0.06172970309853554, 0.056572940200567245, 0.040326885879039764, 0.027864636853337288]",0.061729703
Steve turned into a _ ghost when his father caught him!,white,"['crazy', 'super', 'big', 'zombie', 'black']","[0.030176600441336632, 0.029888542369008064, 0.023800289258360863, 0.022657135501503944, 0.022604409605264664]",0.019155757501721382
My mom was an _ kid on Christmas morning when we got a pool.,excited,"['adorable', 'excited', 'only', 'annoying', 'eager']","[0.16092102229595184, 0.15127716958522797, 0.11817892640829086, 0.04230945557355881, 0.03491843491792679]",0.15127716958522797
"His bike is so new, it is a _ twinkling star.",shiny,"['beautiful', 'bright', 'tiny', 'perfect', 'huge']","[0.11778292059898376, 0.10957592725753784, 0.09958066046237946, 0.08660352975130081, 0.06544613093137741]",0.003993439
The thief was a _ fox.,cunning,"['white', 'red', 'dead', 'black', 'young']","[0.08309680968523026, 0.041487328708171844, 0.034490033984184265, 0.029700033366680145, 0.02895314432680607]",0.006387637
His face was a _ lobster after spending the day at the beach.,red,"['perfect', 'red', 'real', 'pink', 'white']","[0.09500086307525635, 0.04561639949679375, 0.028524186462163925, 0.02790786512196064, 0.019091788679361343]",0.045616399
The gymnast was a _ swan. Her movements were flawless.,graceful,"['graceful', 'perfect', 'beautiful', 'black', 'trained']","[0.19077451527118683, 0.10455674678087234, 0.09268330782651901, 0.06128668785095215, 0.030745521187782288]",0.19077451527118683
"With all her activities, she's always a _ bee.",busy,"['busy', 'queen', 'spelling', 'little', 'sitting']","[0.42583468556404114, 0.10709868371486664, 0.03299805894494057, 0.02737218141555786, 0.01764829456806183]",0.42583468556404114
